area,header,class,method,method_line,method_static,method_status,matched_capi,triage,priority,next_phase,residual_kind,signature,note
include/gpu,include/gpu/GrDriverBugWorkarounds.h,GrDriverBugWorkarounds,GrDriverBugWorkarounds,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,GrDriverBugWorkarounds(const GrDriverBugWorkarounds&) = default;,
include/gpu,include/gpu/GrDriverBugWorkarounds.h,GrDriverBugWorkarounds,GrDriverBugWorkarounds,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,explicit GrDriverBugWorkarounds(const std::vector<int32_t>& workarounds);,
include/gpu,include/gpu/GrDriverBugWorkarounds.h,GrDriverBugWorkarounds,applyOverrides,20,no,missing,,real_gap,P3,Phase 9 GPU,tracked,void applyOverrides(const GrDriverBugWorkarounds& workarounds);,
include/gpu,include/gpu/GrDriverBugWorkarounds.h,GrDriverBugWorkarounds,~GrDriverBugWorkarounds,20,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~GrDriverBugWorkarounds();,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/GrRecordingContext.h,GrRecordingContext,~GrRecordingContext,34,no,false_positive,GrRecordingContext_abandoned|GrRecordingContext_colorTypeSupportedAsImage|GrRecordingContext_colorTypeSupportedAsSurface|GrRecordingContext_maxRenderTargetSize|GrRecordingContext_maxSurfaceSampleCountForColorType|GrRecordingContext_maxTextureSize|GrRecordingContext_supportsProtectedContent,false_positive,P0,Phase 10,coverage_polish,~GrRecordingContext() override;,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/GrRecordingContext.h,GrRecordingContext,skCapabilities,34,no,missing,GrRecordingContext_abandoned|GrRecordingContext_colorTypeSupportedAsImage|GrRecordingContext_colorTypeSupportedAsSurface|GrRecordingContext_maxRenderTargetSize|GrRecordingContext_maxSurfaceSampleCountForColorType|GrRecordingContext_maxTextureSize|GrRecordingContext_supportsProtectedContent,real_gap,P1,Phase 9 GPU,tracked,sk_sp<const SkCapabilities> skCapabilities() const;,
include/gpu,include/gpu/GrRecordingContext.h,GrRecordingContext,priv,34,no,na,GrRecordingContext_abandoned|GrRecordingContext_colorTypeSupportedAsImage|GrRecordingContext_colorTypeSupportedAsSurface|GrRecordingContext_maxRenderTargetSize|GrRecordingContext_maxSurfaceSampleCountForColorType|GrRecordingContext_maxTextureSize|GrRecordingContext_supportsProtectedContent,na,P3,Phase 12 SVG/SkSG cleanup,tracked,GrRecordingContextPriv priv();,priv() exposes internal Ganesh control surfaces; keep out of stable C ABI coverage
include/gpu,include/gpu/GrRecordingContext.h,GrRecordingContext,priv,34,no,na,GrRecordingContext_abandoned|GrRecordingContext_colorTypeSupportedAsImage|GrRecordingContext_colorTypeSupportedAsSurface|GrRecordingContext_maxRenderTargetSize|GrRecordingContext_maxSurfaceSampleCountForColorType|GrRecordingContext_maxTextureSize|GrRecordingContext_supportsProtectedContent,na,P3,Phase 12 SVG/SkSG cleanup,tracked,const GrRecordingContextPriv priv() const;,priv() exposes internal Ganesh control surfaces; keep out of stable C ABI coverage
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,GrYUVABackendTextureInfo,9,no,missing,,real_gap,P2,Phase 9 GPU,tracked,GrYUVABackendTextureInfo() = default;,
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,GrYUVABackendTextureInfo,9,no,missing,,real_gap,P2,Phase 9 GPU,tracked,"GrYUVABackendTextureInfo(const SkYUVAInfo&, const GrBackendFormat[kMaxPlanes], skgpu::Mipmapped, GrSurfaceOrigin);",
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,GrYUVABackendTextureInfo,9,no,missing,,real_gap,P2,Phase 9 GPU,tracked,GrYUVABackendTextureInfo(const GrYUVABackendTextureInfo&) = default;,
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,operator==,9,no,missing,,real_gap,P2,Phase 9 GPU,tracked,bool operator==(const GrYUVABackendTextureInfo&) const;,
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,operator!=,9,no,missing,,real_gap,P2,Phase 9 GPU,tracked,bool operator!=(const GrYUVABackendTextureInfo& that) const { return !(*this == that); },
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,yuvaInfo,9,no,missing,,real_gap,P2,Phase 9 GPU,tracked,const SkYUVAInfo& yuvaInfo() const { return fYUVAInfo; },
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,yuvColorSpace,9,no,missing,,real_gap,P2,Phase 9 GPU,tracked,SkYUVColorSpace yuvColorSpace() const { return fYUVAInfo.yuvColorSpace(); },
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,mipmapped,9,no,missing,,real_gap,P2,Phase 9 GPU,tracked,skgpu::Mipmapped mipmapped() const { return fMipmapped; },
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,textureOrigin,9,no,missing,,real_gap,P2,Phase 9 GPU,tracked,GrSurfaceOrigin textureOrigin() const { return fTextureOrigin; },
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,numPlanes,9,no,missing,,real_gap,P2,Phase 9 GPU,tracked,int numPlanes() const { return fYUVAInfo.numPlanes(); },
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,planeFormat,9,no,missing,,real_gap,P2,Phase 9 GPU,tracked,const GrBackendFormat& planeFormat(int i) const { return fPlaneFormats[i]; },
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,isValid,9,no,missing,,real_gap,P2,Phase 9 GPU,tracked,bool isValid() const { return fYUVAInfo.isValid(); },
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,toYUVALocations,9,no,missing,,real_gap,P2,Phase 9 GPU,tracked,SkYUVAInfo::YUVALocations toYUVALocations() const;,
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextures,GrYUVABackendTextures,57,no,missing,,real_gap,P2,Phase 9 GPU,tracked,GrYUVABackendTextures() = default;,
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextures,GrYUVABackendTextures,57,no,missing,,real_gap,P2,Phase 9 GPU,tracked,GrYUVABackendTextures(GrYUVABackendTextures&&) = default;,
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextures,GrYUVABackendTextures,57,no,missing,,real_gap,P2,Phase 9 GPU,tracked,"GrYUVABackendTextures(const SkYUVAInfo&, const GrBackendTexture[SkYUVAInfo::kMaxPlanes], GrSurfaceOrigin textureOrigin);",
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextures,textures,57,no,missing,,real_gap,P2,Phase 9 GPU,tracked,"const std::array<GrBackendTexture, SkYUVAInfo::kMaxPlanes>& textures() const { return fTextures; }",
include/gpu,include/gpu/ShaderErrorHandler.h,ShaderErrorHandler,~ShaderErrorHandler,8,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,virtual ~ShaderErrorHandler() = default;,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/ShaderErrorHandler.h,ShaderErrorHandler,compileError,8,no,missing,,real_gap,P2,Phase 14 callback/provider,design_required,"virtual void compileError(const char* shader, const char* errors) = 0;","Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DAlloc,~GrD3DAlloc,106,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~GrD3DAlloc() override = default;,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DMemoryAllocator,createResource,111,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"virtual gr_cp<ID3D12Resource> createResource(D3D12_HEAP_TYPE, const D3D12_RESOURCE_DESC*, D3D12_RESOURCE_STATES initialResourceState, sk_sp<GrD3DAlloc>* allocation, const D3D12_CLEAR_VALUE*) = 0;",Direct3D allocator interface is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DMemoryAllocator,createAliasingResource,111,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"virtual gr_cp<ID3D12Resource> createAliasingResource(sk_sp<GrD3DAlloc>& allocation, uint64_t localOffset, const D3D12_RESOURCE_DESC*, D3D12_RESOURCE_STATES initialResourceState, const D3D12_CLEAR_VALUE*) = 0;",Direct3D allocator interface is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,GrD3DTextureResourceInfo,127,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,GrD3DTextureResourceInfo() = default;,Direct3D resource info value is unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,GrD3DTextureResourceInfo,127,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"GrD3DTextureResourceInfo(ID3D12Resource* resource, const sk_sp<GrD3DAlloc> alloc, D3D12_RESOURCE_STATES resourceState, DXGI_FORMAT format, uint32_t sampleCount, uint32_t levelCount, unsigned int sampleQualityLevel, skgpu::Protected isProtec",Direct3D resource info value is unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,GrD3DTextureResourceInfo,127,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"GrD3DTextureResourceInfo(const GrD3DTextureResourceInfo& info, D3D12_RESOURCE_STATES resourceState) : fResource(info.fResource) , fAlloc(info.fAlloc) , fResourceState(resourceState) , fFormat(info.fFormat) , fSampleCount(info.fSampleCount) ",Direct3D resource info value is unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,operator==,127,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,bool operator==(const GrD3DTextureResourceInfo& that) const { return fResource == that.fResource && fResourceState == that.fResourceState && fFormat == that.fFormat && fSampleCount == that.fSampleCount && fLevelCount == that.fLevelCount && ,Direct3D resource info value is unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DFenceInfo,GrD3DFenceInfo,176,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"GrD3DFenceInfo() : fFence(nullptr) , fValue(0) { }",Direct3D fence info value is unsupported by current Reskia build targets
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTexture,~GrExternalTexture,17,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,virtual ~GrExternalTexture() = default;,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTexture,getBackendTexture,17,no,missing,,real_gap,P2,Phase 14 callback/provider,design_required,virtual GrBackendTexture getBackendTexture() = 0;,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTexture,dispose,17,no,missing,,real_gap,P2,Phase 14 callback/provider,design_required,virtual void dispose() = 0;,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTextureGenerator,GrExternalTextureGenerator,24,no,missing,,real_gap,P2,Phase 14 callback/provider,design_required,GrExternalTextureGenerator(const SkImageInfo& info);,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTextureGenerator,onGenerateTexture,24,no,missing,,real_gap,P2,Phase 14 callback/provider,design_required,"GrSurfaceProxyView onGenerateTexture(GrRecordingContext*, const SkImageInfo&, skgpu::Mipmapped, GrImageTexGenPolicy) override;","Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTextureGenerator,generateExternalTexture,24,no,missing,,real_gap,P2,Phase 14 callback/provider,design_required,"virtual std::unique_ptr<GrExternalTexture> generateExternalTexture(GrRecordingContext *, skgpu::Mipmapped) = 0;","Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,GrGLExtensions,13,no,missing,,na,P3,Phase 9 GPU,tracked,GrGLExtensions() {},
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,GrGLExtensions,13,no,missing,,na,P3,Phase 9 GPU,tracked,GrGLExtensions(const GrGLExtensions&);,
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,swap,13,no,missing,,na,P3,Phase 9 GPU,tracked,"void swap(GrGLExtensions* that) { using std::swap; swap(fStrings, that->fStrings); swap(fInitialized, that->fInitialized); }",
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,init,13,no,missing,,real_gap,P3,Phase 14 callback/provider,design_required,"bool init(GrGLStandard standard, GrGLFunction<GrGLGetStringFn> getString, GrGLFunction<GrGLGetStringiFn> getStringi, GrGLFunction<GrGLGetIntegervFn> getIntegerv, GrGLFunction<GrEGLQueryStringFn> queryString = nullptr, GrEGLDisplay eglDispla",GL function/provider callback path requires function pointer ownership and platform loader policy before binding
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,isInitialized,13,no,missing,,na,P3,Phase 9 GPU,tracked,bool isInitialized() const { return fInitialized; },
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,has,13,no,missing,,na,P3,Phase 9 GPU,tracked,bool has(const char[]) const;,
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,remove,13,no,missing,,na,P3,Phase 9 GPU,tracked,bool remove(const char[]);,
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,add,13,no,missing,,na,P3,Phase 9 GPU,tracked,void add(const char[]);,
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,reset,13,no,missing,,na,P3,Phase 9 GPU,tracked,void reset() { fStrings.clear(); },
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,dumpJSON,13,no,missing,,na,P3,Phase 9 GPU,tracked,void dumpJSON(SkJSONWriter*) const;,
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,GrGLInterface,18,no,missing,,na,P3,Phase 9 GPU,tracked,GrGLInterface();,
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,validate,18,no,missing,,na,P3,Phase 9 GPU,tracked,bool validate() const;,
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,checkError,18,no,missing,,real_gap,P3,Phase 14 callback/provider,design_required,"GrGLenum checkError(const char* location, const char* call) const;",GL function/provider callback path requires function pointer ownership and platform loader policy before binding
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,checkAndResetOOMed,18,no,missing,,na,P3,Phase 9 GPU,tracked,bool checkAndResetOOMed() const;,
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,suppressErrorLogging,18,no,missing,,na,P3,Phase 9 GPU,tracked,void suppressErrorLogging();,
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,GrGLInterface,18,no,missing,,na,P3,Phase 9 GPU,tracked,"GrGLInterface(const GrGLInterface& that) : fStandard(that.fStandard) , fExtensions(that.fExtensions) , fFunctions(that.fFunctions) {}",
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,hasExtension,51,no,missing,,na,P3,Phase 9 GPU,tracked,bool hasExtension(const char ext[]) const { return fExtensions.has(ext); },
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,abandon,51,no,missing,,na,P3,Phase 9 GPU,tracked,virtual void abandon() const;,
include/gpu,include/gpu/gl/GrGLTypes.h,GrGLTextureInfo,operator==,153,no,missing,,na,P3,Phase 9 GPU,tracked,bool operator==(const GrGLTextureInfo& that) const { return fTarget == that.fTarget && fID == that.fID && fFormat == that.fFormat && fProtected == that.fProtected; },
include/gpu,include/gpu/gl/GrGLTypes.h,GrGLTextureInfo,isProtected,153,no,missing,,na,P3,Phase 9 GPU,tracked,bool isProtected() const { return fProtected == skgpu::Protected::kYes; },
include/gpu,include/gpu/gl/GrGLTypes.h,GrGLFramebufferInfo,operator==,169,no,missing,,na,P3,Phase 9 GPU,tracked,bool operator==(const GrGLFramebufferInfo& that) const { return fFBOID == that.fFBOID && fFormat == that.fFormat && fProtected == that.fProtected; },
include/gpu,include/gpu/gl/GrGLTypes.h,GrGLFramebufferInfo,isProtected,169,no,missing,,na,P3,Phase 9 GPU,tracked,bool isProtected() const { return fProtected == skgpu::Protected::kYes; },
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,BackendSemaphore,15,no,missing,GrBackendSemaphore_backend|GrBackendSemaphore_delete|GrBackendSemaphore_initMetal|GrBackendSemaphore_initVulkan|GrBackendSemaphore_isInitialized|GrBackendSemaphore_mtlSemaphore|GrBackendSemaphore_mtlValue|GrBackendSemaphore_new,real_gap,P2,Phase 16 GPU small-gap batch,implementation_candidate,BackendSemaphore();,Graphite BackendSemaphore Metal/default value wrapper candidate; Vulkan-specific overloads are separately marked na
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,BackendSemaphore,15,no,missing,GrBackendSemaphore_backend|GrBackendSemaphore_delete|GrBackendSemaphore_initMetal|GrBackendSemaphore_initVulkan|GrBackendSemaphore_isInitialized|GrBackendSemaphore_mtlSemaphore|GrBackendSemaphore_mtlValue|GrBackendSemaphore_new,real_gap,P2,Phase 16 GPU small-gap batch,implementation_candidate,"BackendSemaphore(CFTypeRef mtlEvent, uint64_t value);",Graphite BackendSemaphore Metal/default value wrapper candidate; Vulkan-specific overloads are separately marked na
